national_park,review_body,review_date,review_title,helpful_vote,user_location,user_rating
Kenai Fjords National Park,"We took the 6 hour day trip by boat around the Fjord and Resurrection Bay and it was beautiful. We passed near Holgate Glacier, were lucky to see a couple of whales, there were otters and a lot of birds too.","September 8, 2019",Day trip by boat,23,"Mumbai, India",4
Kenai Fjords National Park,"The scenery is amazing, at the tail end of summer. The contrasts between the glacier fields and the rocks and the water really stood out!","September 7, 2019",Spectacular!,6,,5
Kenai Fjords National Park,The new visitor center at Kenai Fjords National Park has the best toilets in the Seward Boat Harbor! They also offer free WiFi!,"September 5, 2019",Great!,0,,5
Kenai Fjords National Park,"Very nice nature, good hike to glaciers also doable for less trained :-) The park visit was the start of our Alaska holiday and we were impressed by the scenery.","September 4, 2019",Spend a day in the park hiking and going by boat,1,"Aachen, Germany",4
Kenai Fjords National Park,This park is so large and has so many different facets to it that you will spend days exploring it all. ,"September 4, 2019",Beauty at it's best,71,"Natrona Heights, Pennsylvania",5
Kenai Fjords National Park,"Truly enjoyed this area of Alaska more than any other, must take the cruise to view whales, glaciers etc. ","September 3, 2019",Highlight of our 2 weeks,21,"Centreville, Michigan",5
Kenai Fjords National Park,Great hike up to the Exit Glacier viewing area. Impressive to see but disturbing how quickly this glacier is receding as well.,"September 3, 2019",Exit Glacier Hike,0,"Minneapolis, Minnesota",5
Kenai Fjords National Park,"We did a full day boat trip. Saw loads of sealife (including orca, sea otters, sea lions) and birds including puffin. The glaciers and other scenery were spectacular.","September 2, 2019",Wonderful scenery and wildlife,46,"London, United Kingdom",5
Kenai Fjords National Park,"Going to this park was one of the top experiences of my life. The glaciers, sea and mountains were gorgeous. And then on top of that I saw sea otters, puffins, harbor seals, Steller Sea Lions and a pod of Orca whales that were breaching. Unforgettable place and experience of a lifetime! ","August 31, 2019",Stunningly beautiful and lots of wildlife,8,"Koganei, Japan",5
Kenai Fjords National Park,The Major scenic tour into the bay and around the islands is definitely worth it. I really enjoyed seeing all the animals on the islands we passed as well as the different rock formations on the island we passed.,"August 30, 2019",WE took the Major Tour into the bay,1,"Kansas City, Missouri",5
Kenai Fjords National Park,We took a boat tour of the park and it was unbelievable. The glaciers and the wildlife were well worth the trip!,"August 28, 2019",Gorgeous!,3,,5
Kenai Fjords National Park,"We visited the park on a boat ride to see animals and glaciers - we were just amazed! We booked a trip with Major Marine because there is a park ranger from the NP on each boat, but the boat broke down so they cancelled our trip and we had to take a trip with Kenai Fjord Tours - there was no ranger on board. So while the tour was good, I didnt' feel like we really got the same experience. Our Capt was nice - actually Captain Jaime was hilarious (like playing Titanic music when we started seeing iceburgs).We saw seals, sealions, puffins, and even a pod of orca. It was amazing!Lunch was a sandwich and that was good. OTher food for purchase. Take a jacket!Our teenagers loved this - after hating being on the bus in Denali for the same amount of time.","August 26, 2019",Beautiful!,319,"Gainesville, Georgia",5
Kenai Fjords National Park,"Does it get any better: Calving Glaciers, humpbacks, orcas, puffins, seal, sea lions, and hiking Exit Glacier/Harding Icefield.","August 26, 2019",Exploring this park never gets old,4,"Flagstaff, Arizona",5
Kenai Fjords National Park,"Our boat captain was excellent. She got us close to lots of wildlife including humpback whales, sea otters, steller sea lions, and various types of birds. Highly recommend! ","August 24, 2019",Great trip,0,"Fort Myers, Florida",5
Kenai Fjords National Park,Was a little rough when you got to the Pacific Ocean.. it was very rocky and some people looked sea sick. We saw lots of puffins and many sea lions. One humpback whale and one fin whale,"August 23, 2019",Nice boat ride,2,"New Milford, New Jersey",4
Kenai Fjords National Park,"We went on the Northwestern Glacier cruise with Kenai Fjords Tours, on the Alaskan Explorer with Captain Chris Overbeck. Captain Overbeck and the Alaskan Explorer crew (Jennifer, Sam and Gail) were fabulous! Captain did a great job finding the sea birds and wildlife and manuvered the boat to get some great pictures without chasing or threatening the wildlife in any way.The way he handled the boat though the glacier ice and around the rock islands and how close he could get to the rock walls was amazing to me.I have lived in Alaska for 50 years and I have to say this is one of the best experiences I have had. I would, and have recamended this to anyone. It was well worth the money and a first class operation.Oh and the smell of fresh baked chocolate cookies on the way back into Resurection Bay and being served fresh cookies topped off a great day.","August 19, 2019","A wonderful day, amazing wildlife and scenery",24,"Fairbanks, Alaska",5
Kenai Fjords National Park,"Awesome trip (7.5 hour tour, sung to Gilligan’s Island). Saw ORCAs, Humpback and Fin Whales, Puffins and all sorts of other wildlife and sea creatures. We brought our own lunch but the tour was outstanding. If you get seasick, come prepared!!!!","August 19, 2019",Major Marine a Must!,4,,5
Kenai Fjords National Park,"The Kenai Fjords National Park consists of the marine portion which is accessible by cruise boat operators. These are the catamaran day cruise boats which are very navigable and able to come up close to the glaciers, as well as search for wildlife to view at a safe distance. Most of the activity in the Park centers around Aialik Bay which has the massive Holgate Glacier. This part of the Park is part of the half-day maritime tours out of Seward. The full day tour would include visiting Harris Bay and the Northwestern Fjord.Kenai National Park also includes the Exit Glacier Nature Center which is accessible by land from Seward. I did not visit that portion of the park.The impact of a warmer climate trend is on full display in these glaciers. There is no doubt that these glaciers are slowly retreating due to more melting.The Visitor's Center is on the harbor in Seward and should be visited before or after a tour to complete a full understanding of this National Park.","August 19, 2019",One of the Truly Spectacular National Parks to Visit to Fjords and Glaciers,44,"Goleta, California",5
Kenai Fjords National Park,Our family three took Kenia Fjords Cruise out in the morning and it is 6 hours cruise. The whole trip is so excited . The view is stunning. You cannot see this any where in the State. It is Alaska and made us love this land so much.The next day we went to the exit glacial . It is also very impressive.,"August 18, 2019",You will never forget this beautiful park.,3,"Indianapolis, Indiana",5
Kenai Fjords National Park,"The shear majesty and awe-inspiring combination of mountains, glaciers, fjords, and abundant wildlife (both on land and in the water) make this place exceptional. Highly recommend for anyone who appreciates nature. You will be inspired!","August 16, 2019",Phenomenal ,5,"Caribou, Maine",5
Kenai Fjords National Park,"This campground is a free tent only walk in campground. Great view of the river. Bear safety is taken very seriously. Food must be cooked in cooking shelter and stored in your car or food storage shelter. No food or scented items at your campsite, dump dish water in pit toilets and spit toothpaste in toilet too. Met really interesting people here.","August 13, 2019",Camping in the national park,1,"Chicago, Illinois",5
Kenai Fjords National Park,The trip was great the crew was fantastic even better when they found out it was our 40th Anniversary. dinner was great,"August 12, 2019",our 40th Anniversary,0,,5
Kenai Fjords National Park,"We took a day cruise with Major Marine Tours - it was absolutely excellent. Beautiful landscapes; marine wildlife; all you can eat salmon and prime rib dinner. Staff were informative, professional and fun. Earned our Junior Park Ranger and Junior Explorer Badges while on board.","August 10, 2019",Stunning,0,,5
Kenai Fjords National Park,"A must see if you can get here. Fantastic place for whale, sea life and glacier watching. Also great for kayaking. We did from RC cruise but also an easy (few hour) train or drive from Anchorage. Well worth a visit. ","August 9, 2019",Simply breathtaking. Perhaps pretties are of Alaska we visited. ,44,"Erial, New Jersey",5
Kenai Fjords National Park,"A boat trip to this national park is a great way to see all that nature has to offer in the Kenai Fjords. We saw seals, Orcas, otters, puffins, and many other birds... not to mention the gigantic glaciers. It was truly a magical experience.","August 9, 2019",Magical,76,"Pittsburgh, Pennsylvania",5
Kenai Fjords National Park,"OUtstanding trip to Northwestern Glacier! Informative Captain and crew taught us about bird and mammal life. No matter what kind of day (and ours was foggy, with forest fire smoke), the staff make you feel as if you are having the best experience! Humpback and killer whales, sea lion, otters, seals, and puffin were just some of the species. The glacier actively calves, and the staff are willing photographers, and eager participants in wildlife viewing. Wonderfully staffed.Morning snack, nice lunch and warm chocolate chip cookies on the return trip.Well worth the money spent!","August 8, 2019",Kenai Fjords Tour Company,2,"Winchester, Virginia",5
Kenai Fjords National Park,"We took the all day Kenai Fjords Fox Island all day tour. The trip was amazing from beginning to end. The captain who was also a naturalist guided us through memories that we will share for a lifetime. Glaciers, wild life in its habitat and fortunately for us absolutely beautiful weather. This is one of America's most beautiful places!","August 8, 2019",Stunning!,10,"Charlotte, North Carolina",5
Kenai Fjords National Park,"We took a 6 1/2 hour boat tour and the beauty of this park is worth the expense and the long ride. We saw many animals including whales, sea lions, sea otters, Eagles and a variety of other birds. Pretty scenery and the boat ride was delightful. You cannot see this park except on the water. Oh and we got up close to a glacier and watched it calf.","August 6, 2019",Amazing Day,72,"Belleville, Illinois",5
Kenai Fjords National Park,"You have to see an active tidewater glacier to believe it. The scenery is breathtaking. But to hear a glacier move, crack, and settle, and to see it calf into the ocean — AMAZING!","August 5, 2019",Beautiful. Use Aurora Charters.,16,,5
Kenai Fjords National Park,"There are great views and interesting hikes around here including off Caine's Head, and the Exit Glacier. ","August 5, 2019",Beautiful,5,"Concord, North Carolina",5
Kenai Fjords National Park,Such a Awsome place. Another national park with so much beauty it is hard to describe. Seeing a glacier lose some of its ice into the ocean is so very cool.,"August 2, 2019",Awsome,1,"Council Bluffs, Iowa",5
Kenai Fjords National Park,"I highly recommend Kenai Fjords National Park. Visit the Exit Glacier. Take a hike to the Harding Icefield. Take a boat tour to the Holgate Glacier. It's a beautiful, beautiful place.","August 2, 2019",Extremely Beautiful,1,"San Rafael, California",5
Kenai Fjords National Park,"My husband and I went to the Exit Glacier Viewpoint as well as to the summit viewpoint of Harding Icefield past the shelter. Along the trail to the summit there were wildflower meadows, snowfields, marmots, and a mountain goat. The wildflowers included fireweed, gentians, monkshood, yellow paintbrush, and campanula. The glacier and nanatucks were gorgeous to behold as the clouds lifted to reveal their full view. A little smoke entered to area later after the clouds burnt off. We also enjoyed the 7 1/2 hour cruise complete with lunch to see calving glaciers, whales (Fin and Orca), sea otters, puffins, sea lions, jellyfish, and eagles. We had a wonderful time at each.","August 1, 2019","Exit Glacier, Harding Icefield, tour via cruise",59,"Woodburn, Oregon",5
Kenai Fjords National Park,Appreciate all national parks. It’s worth the short 2.50 mile round rip hike up to see Exit Glacier. The hike is easy but not wheelchair accessible. It does have a bit of an incline the higher you go and gets rocky. Beautiful and incredible history as markers show the location change in the Glacier by year. One area of trail was closed due to a sighting of a Sow with three cubs in that area with plenty of warnings and precautionary instructions given. ,"July 31, 2019",Worth seeing Exit Glacier,1,"Richmond, Virginia",5
Kenai Fjords National Park,Our family enjoyed the marvelous breathtaking scenery on this trip. There was a nice rest area that had a neat boardwalk over the area.,"July 29, 2019",Marvelous scenery,1,"Gainesville, Georgia",5
Kenai Fjords National Park,"Loved the tour into the this national park. The captain of the cruise boat was wonderful. Saw two varieties of whales, sea otters, sea lions, several species of birds, and the glacier. This is a beautiful national park.","July 28, 2019",Trip to Alaska,43,,5
Kenai Fjords National Park,This is a great park that allows visitors to see wilderness areas of mountains and also the seashore. The kids had a ball exploring and hiking there. ,"July 26, 2019",Wonderful Scenery,103,"Chicago, Illinois",5
Kenai Fjords National Park,"The visitor’s center is small but well done. The rangers are wonderfully as always. There is no WiFi or cellular service, actually they don’t even have a phone. Unfortunately we were unable to hike to Exit Glacier due to bear activity on the trail. There are signs along the road to the park entrance marking how far the glacier extended. You can see the glacier well a little bit down the road, and we spotted a bald eagle at a rest stop a couple of miles from the visitor’s center. ","July 25, 2019",Beautiful area,4,,4
Kenai Fjords National Park,"We took a boat tour of the park and saw whales, sea lions and jellyfish, as well as a mile wide glacier. It was a rainy day, but the scenery was stunning. ","July 25, 2019",Beautiful Park - Don't miss it!,20,"New Rochelle, New York",5
Kenai Fjords National Park,We were on a tour and arrived in Seward to go on a cruise of the Kenai Fjords National Park. Needless to say the scenery was spectacular and the wildlife was great to see.,"July 25, 2019","Kenai Fjords National Park, Seward",217,"Mississauga, Canada",4
Kenai Fjords National Park,"Beautiful area, lovely scenery but unfortunately mostly obscured by smoke from wildfires. Road out to Exit Glacier beside the lake is very scenic","July 24, 2019",Beautiful area - shame about the smoke,250,"St. Albans, United Kingdom",5
Kenai Fjords National Park,My husband and I hiked up to Exit Glacier. It was one of the highlights of our Alaska adventure. It was spiritual because of the magnificence of the glacier and the close proximity to viewing it. The welcome center was spacious and a nice place to take a break.,"July 23, 2019",Spectacular hiking!,2,,5
Kenai Fjords National Park,Definitely take a boat tour of the park if you can! Lots of critters. Would love to kayak it next time.,"July 21, 2019",Boat Tour,7,"Prairie du Sac, Wisconsin",5
Kenai Fjords National Park,"The visitor's center offers a film, National Park Passport Stamps, displays, and ranger assistance & maps. Take the time to visit even if you take a boat tour into the park.We took a boat cruise into the Kenai Fjords National Park that I reviewed in a separate review. However, I will say that irt was an experience of a lifetime.Do not miss this spectacular national park and the varied marine life it contains.","July 20, 2019",The visitor's center is right at the edge of town,596,"Austin, Texas",5
Kenai Fjords National Park,"A gem in the park is the exit glacier park office. There are fantastic displays about the glacier and its changes, as well as the whole park. The staff at the park office are very friendly and helpful also. You have the option to go out to the glacier on a guided tour with a ranger. But if you miss those times, no worries, you can walk out to the glacier yourself on a very well groomed path. You can get very close to the exit glacier in about a 15-20 min walk one way.","July 20, 2019",Exit glacier,2,"Beaverton, United States",5
Kenai Fjords National Park,"Took the boat tour and enjoyed it very much, even on this, the fifth time aboard. Wildlife whales to bears, landscapes and glaciers untouched.","July 19, 2019",A beautiful wilderness park.,18,"Denali National Park and Preserve, Alaska",5
Kenai Fjords National Park,"Got to take a wildlife boat tour, kayak here. Absolutely beautiful. Definitely make time to visit this place","July 17, 2019",Beautiful - exactly what you think of for Alaska,101,"San Francisco, California",5
Kenai Fjords National Park,"Bring binoculars and dress in warm layers! Saw Steller Sea lions, Puffins, harbor seals, Sea Otters, a Mountain Goat and many water birds. No whales :( It was a great trip! The flowers on the rock formations were amazing!! they were not visable without binoculars!!! We also saw glaciers. The captain's naration provided so much great information! We traveled with Major Marine tours.","July 17, 2019",Amazing wildlife!!,2,"Byron, Illinois",5
Kenai Fjords National Park,"This cruise introduced us to the wonders of the Kenai geology, wildlife, both marine and aviary. Experienced calving at the glaciers, breaching of whales, nurturing of sea lions, nesting of birds, etc, etc. On board descriptions of our observations was great. A well worth experience. ","July 16, 2019",Exposure,1,"Modesto, California",5
Kenai Fjords National Park,We took an 8.5 hour Kenai Fjords Tours trip and were amazed by the wildlife and glaciers. There is so much in this one area of Alaska. ,"July 16, 2019",Wow!,0,,5
Kenai Fjords National Park,This review is brief because I'll cover the specific things to do on separate reviews. But I want to mention that we did the glacier trail and a 9 hour boat tour both in the national park and had an absolutely great experience and time.,"July 16, 2019",Great land and sea things to do.,203,"Macomb, Michigan",5
Kenai Fjords National Park,"We spent 6 hours visiting Kenai Fjords National Park via boat. It was an incredible. Between the glaciers, the mountains, the wildlife (orca's, sea lions, bald eagles, puffins) it was the best day of our trip.","July 16, 2019",Best day of our trip!!,48,"Boston, Massachusetts",5
Kenai Fjords National Park,"Of my entire trip to Alaska, I think I enjoyed my time in this national park the best. We took a nine hour boat tour with Kenai Fjords Tours, and I loved every minute of it. The vistas in the National Park are out of this world. Definitely recommend taking one of the boat tours to see the park, and take the longest tour possible to give yourself the best opportunity to see wildlife and glaciers. We also enjoyed visiting Exit Glacier in the park while we were in Seward.","July 16, 2019",One of my favorite national parks ever,244,"Tampa, Florida",5
Kenai Fjords National Park,"This was a wonderful day trip with my wife and daughter. Both get motion sick, so we were a bit apprehensive, but NOTHING bad. This boat was very stable, and the captain handled it very well. We kept moving for the most part, except where we were stopped to view wildlife (puffins, seals, sea lions, humpback whales - and babies, sea otters, eagles, cormorants, murres, black bears, etc.). Also, a terrific time viewing the glaciers, with very active calving. It was a terrific trip on the boat, and the stop at Fox Island for a very good buffet dinner (prime rib, salmon, king crab) topped off this day quite well.","July 13, 2019",Boat trip of a lifetime!,4,,5
Kenai Fjords National Park,Wonderful trails to Exit Glacier in the Kenai Fiords Park. Well maintained and safe with Park Rangers on the trails. There was a bear sighting the morning of our hike but we missed it! Lots of flies but better than mosquitos!,"July 9, 2019",Exit Glacier Hike,1,"Frisco, United States",5
Kenai Fjords National Park,"When we boarded the boat for our trip to Northwestern glacier everyone was asked what we were hoping to see and our guides then gave a percentage assessment of our chances. We only really hoped to see puffins so our expectations were quite low - wow were we in for a surprise!On the way out we saw beautiful rock formations, sea otters, harbour seals, sea lions, a porpoise, our puffins, and many other birds, along with 2 humpback whales that the crew made sure we got a good look at. The glacier itself was stunning and we were told not to expect much calving as it wasn’t normally very active. It was when we were there. We heard cracking and then saw ice falling off the top of the glacier onto a shelf of ice further down, it did this a few times before the shelf became too full and turned into an ice fall.The way back was initially much quieter when suddenly the crew spotted a pod of orcas, we stayed for the maximum time before moving off to give other boats a chance and sailed straight into a second pod of orcas, again we watched for a while and then moved off into a third pod of orcas!!!! Incredible!The crew were great, the day was fabulous!","July 8, 2019",Fabulous day!,387,UK,5
Kenai Fjords National Park,"Went kayaking and saw orcas, whales, seals, sea lions..... one of the most mazing experiences I ever had. Loved it and will be back again.","July 8, 2019",Wonderful! Amazing experience,55,"New York City, New York",5
Kenai Fjords National Park,"Surrounded by green mountains with snow capped mountains behind those - turquoise blue ocean - unbelievably beautiful. We saw a humpback whale, sea otters, sea lions, harbor seals, Dall porpoises and plenty of birds (eagles, puffins, etc). LOVED. ","July 7, 2019",Best trip you'll take,0,,5
Kenai Fjords National Park,Went through part of the park on our tour stopping at various lookouts and picnic areas. The inlet is facinating and mountains awe inspiring. Wish I could have hiked.,"July 7, 2019",Absolutely Beautiful,6,,5
Kenai Fjords National Park,"NPS park ranger on board was a nice addition for a tour. Very knowledgeable about many things, not just marine life. We saw four species of whales, horned puffins, tufted puffins, arctic loon and pacific loon in addition to many other bird species. Several seals, sea otters, porpoises, etc, etc. The scenery was gorgeous. The boat was very well laid out and the prime rib dinner was very good. Staff was friendly and kept everyone safe.","July 6, 2019",Major Marine Tours- Awesome Experience,28,"Middleville, Michigan",5
Kenai Fjords National Park,"This is another stunningly beautiful part of Alaska. Seeing the fjords and glaciers and the sea life in the area is an amazing experience. With the climate catastrophe going on, we were especially glad we got to see glaciers. They really are as amazing as the photos we're used to seeing. We took one of the boat tours (Major, one of the companies that works with the Park Service). It was expensive but well worth money to see the glaciers and whales, orca, dolphin, sea otters, puffins, etc. It's too bad that it's so expensive to explore most of the park. Fortunately, there's no cost to visit Exit Glacier, and the best look we got at a sea otter was in the harbor.","July 5, 2019",Unbelievably Beautiful,8,"Ashland, Oregon",5
Kenai Fjords National Park,"If you ever visit Kenai Fjords, make sure you take the Hardjng Icefield trail, to the top! It’s so worth it. It’s the best hike and view along the trail in the whole two week vacation we had in Alaska this summer!","July 5, 2019",Beautiful Harding Icefield trail!,38,,5
Kenai Fjords National Park,"We hiked at Exit Glacier and took a boat tour of the park with Kenai Fjords Tours. The Exit Glacier hike is so beautiful and not too difficult. There are several options of trails and it’s amazing (and sad) to see how much the glacier has receded. Be aware there are no restrooms once you’re on the trails so be sure to go at the visitors center. The boat tour allows you to see parts of the park inaccessible by land. The scenery is so stunning and you get to see lots of wildlife (whales, sea lions, seals, seabirds). You can’t really do this park justice unless you do the boat tour!","July 5, 2019",Stunning both on land and by sea!,28,"Colorado Springs, Colorado",5
Kenai Fjords National Park,"We visited with our teenage kids and enjoyed very much. We did the Exit Glacier hike to Marmot Meadows and the views were amazing. It was a tough hike though. My husband and son continued on past the meadows and the trail got even more difficult. They are both experienced hikers and it was tough, but worth it for the view. They saw a bear and 2 cubs. The hikes arround the visitor center are easy and offer gorgeous views as well. We also did a glacier tour with Major Marine Tours, which us also a must do. Great experience!","July 4, 2019",Beautiful Park ,6,,5
Kenai Fjords National Park,"awesome trip to the national park, was amazing and great views...saw lots of seals and puffins and otters, would do it again","July 4, 2019",trip to the national park,4,"Anchorage, Alaska",5
Kenai Fjords National Park,The park has outstanding natural beauty. you are able to view wildlife in the sea as well as on land and the glaciers are breath taking.,"July 3, 2019",Fantastic national Park,1,,5
Kenai Fjords National Park,"Kenai Fjords National Park is huge, and unless you have a lot of time, you will likely see only bits of the edges. It is still just incredible!The Harding Ice Field is perhaps the major feature of the park, as it feeds the 40-something glaciers. We visited Exit Glacier by car, and the Holgate and Aialik Glaciers by boat. The glaciers were amazing. During our boat trip, we also saw humpback whales, orca, sea lions, harbor seals, sea otters, puffins, bald eagles and more.I highly recommend a visit to Kenai Fjords National Park, even just the bits around the edges!","July 3, 2019",Just an Incredible Park,128,Florida,5
Kenai Fjords National Park,"Interesting national park. We took the ranger led easy hike, starting at the Nature Center, to Exit Glacier. The ranger was very friendly and knowledgeable. He walked at a leisurely pace and stopped often to inform us about things we saw and about the glacier. Very worthwhile glacier to hike to, even if you do it on your own. We also took the Kenai Fjords National Park boat tour the next day. The boat tour was really scenic and we saw amazing calving glaciers. We would definitely recommend taking the boat tour. Reservations are not needed for the glacier walk but would definitely be recommended for the boat tour.","July 1, 2019",Informative ranger led walk to Exit Glacier - Fantastic boat tour,4,"Wylie, Texas",5
Kenai Fjords National Park,"This national park is so beautiful with it's mountains, trees, rivers, and streams. There are plenty of hikes to do and our kids enjoyed doing the Junior Ranger Program. The Exit Glacier was our favorite part of this park.","June 30, 2019",Just beautiful!,3,Queen Creek,5
Kenai Fjords National Park,"Our 6 hour boat trip in Kenai Fords National Park was great for wildlife viewings, and we got to inspect the Aialik Glacier at close quarters, which was wonderful. The boat operator, Major Marine Tours, gave us excellent commentary including a park ranger on board, and they left us with a high quality souvenir book. Whilst the sea in the fjords was generally calm, we did spend around 45 minutes in total on the open ocean, and for those not used to it, the swell on the Gulf of Alaska was considerable on the day we sailed. Fortunately the crew offered sea-sickness preventatives and were very helpful to those who felt uncomfortable.","June 29, 2019","Great wildlife viewings, but be ready for some rough seas",13,"Alton, United Kingdom",4
Kenai Fjords National Park,Everywhere you turn you see beauty. If you don't enjoy your visit to the park you don't have your eyes open. Filled with wildlife and stunning views.,"June 28, 2019",boating through a postcard,2,,5
Kenai Fjords National Park,Wonderful hike to Exit Glacier and also the outwash plains. We hiked to the overlook and then hiked along the resurrection river up towards the glacier,"June 27, 2019",Exit Glacier,6,"Traverse City, Michigan",5
Kenai Fjords National Park,great cruise into one of the parks fjords. wonderful scenery and abundant wildlife sightings made for an excellent cruise by Major Marine Tours,"June 26, 2019",amazing sights,1,"Annville, Pennsylvania",5
Kenai Fjords National Park,We took the 7.5 hour boat ride and saw all types of sea life. We saw glaciers calving and enjoyed it all. Lots of people got sea sick but we had our medication. ,"June 26, 2019",Just Stunning!,54,"Waukee, Iowa",5
Kenai Fjords National Park,We took a cruise with the MMT Northwestern Fjord Cruise through the Resurrection Bay - Kenai Fjords National Park. The cruise was amazing!,"June 25, 2019",Beautiful place,2,,5
Kenai Fjords National Park,"Great glacier cruise. Very nice trip .Lot of wild Sea -Birds, mammals and fishes were shown including Whales. Great experience in very nice sunny climate. Ok food but nice cookies and coffee.","June 25, 2019",Great glacier cruise,97,"Visakhapatnam, India",5
Kenai Fjords National Park,"I had been here before, so I was thrilled to be able to return to hike to the tow of Exit Glacier. I love our National Park system. This one does not disappoint. The views are simply amazing.","June 23, 2019",Easy Day Hike to Exit Glacier,24,,5
Kenai Fjords National Park,The only entrance to the National Park that one can drive to is Exit Glacier and the Harding Ice Field (challenging hike). There are some short hiking options to get to the glacier (distance changes regularly - look for signs with years posted to see where the glacier was in past years). The rest of the park requires some sort of tour by boat. The scenery is amazing and well worth visiting both parts!,"June 19, 2019",Different National Park Experience!,36,,5
Kenai Fjords National Park,We hiked in the park and also did a 6 hour boat cruise with Major Marine. All were spectacular. Getting to see the calving glaciers and also humpback and orca whales were great. Both bucket list items!,"June 18, 2019",Amazing sights!,2,"West Fork, Arkansas",5
Kenai Fjords National Park,"This six hour tour was totally worth the time and cost. We loved the scenery, the wildlife sightings, the narrative, and the company we met on the trip. Dress in layers, eat a complimentary apple, and enjoy.","June 18, 2019",Highlight of our Alaska visit,4,Nebraska,5
Kenai Fjords National Park,"Saw lots of whales, sea lions, puffins and more. Oh and of course the small issue of being up front and personal with a glacier. Definitely worth a trip.","June 18, 2019",Great Trip,89,"London, United Kingdom",5
Kenai Fjords National Park,Seward has NP office with good movie and info and then we took the Exit Shuttle ($15) to the park for hiking. Short hike is very accessible to all. We also took the hike to the Meadows for a better view and overlook. That was worth the effort. The recession of the glacier and marked by dates is disturbing. ,"June 17, 2019",Gazing Glacier,6,Seneca,5
Kenai Fjords National Park,About 1.5 miles to get to the Glacier their is a longer one but are group didn't do it. Nice Hike if you need something to do.,"June 16, 2019",Nice National Park ,0,,5
