national_park,review_body,review_date,review_title,helpful_vote,user_location,user_rating
Congaree National Park,"My family stopped here for a rest on a road trip. We took the 2.4 mile boardwalk hike which probably took us about 45 minutes because we stopped several times to look at bugs and animals. This is an easy hike and we took a stroller with no issues. It was incredibly hot in August, so be sure to bring water in the summer. Keep your eyes peeled for spiders!!! Always keep your head up. Even with tons of hikers, there were still spots where giant spiders made webs across the path where you could walk right into if you aren’t paying attention.","August 19, 2019",Spiders!,21,,4
Congaree National Park,"We only had time to hike the raised boardwalk, but saw coons digging for crabs and a snake wrapped around the handrail...I think it was a red bellied water snake. Other visitors saw an alligator at the the viewing platform near the river. Don't miss the interesting (air conditioned) visiting center.","August 11, 2019",Great raised boardwalk,11,"Prague, Czech Republic",5
Congaree National Park,At the Visitor Center you can watch the video on the history of the park before you plunge into it. The boardwalk helps you to explore from above and see the true beauty this park has to offer. Don't forget your bug spray (do it at the car) and your water!,"August 9, 2019",Breathtaking Trees,110,"Wasilla, Alaska",5
Congaree National Park,"Congaree is a pure hidden gem of South Carolina as it is surprisingly Unknown. Me and my parents had a great time on the boardwalk trail really reccomend it. The bluff trail is a scenic trail of floodplain wilderness. Great staff at the Harry Hampton visitor center and wonderful presentation of the park in the theater. Its a short drive from Columbia,SC and has a beautiful scenic drive. Really reccomend this to any family. Best time to go would be December or January as the summer months are okay but get hot and humid. On some occasions Congaree is open at nighttime and puts on a show of wonderful synchronous fireflies at your display! If your going canoeing on the Congaree river its best to be aware of your surroundings as it contains lots of wildlife. If kids come along for the trip its best to go on the trails as canoeing is for a more mature and experienced audience. If your an extreme outdoor enthusiast going by yourself to conquer a hard trail the kingsnake trail (a 7.2 mile trail) as there's even longer trails than that. Other than that i really reccomend this to all families. One more thing! If your going to go to Congaree you must see the odd wooden stools called knees that grow around the trees for some odd reason. Enjoyed the trip!","July 23, 2019",Amazing place!,2,"Canton, Georgia",5
Congaree National Park,"I briefly walked on the Broadway trail, but didn't see very much because the two people I was traveling with did not want to walk any further. However, what I saw was nice. I'll have to come back and see some of the taller trees and alligators when I'm alone alone.","July 17, 2019",Nice Park,4,"Dillon, South Carolina",4
Congaree National Park,"Some of the neighborhoods you must drive through to get to the Congaree National Park are a bit sketchy. A lot of homes have chain link fence around the entire property, uncut lawns, trash, and old junky cars. Fuel up along the nearby interstate before you arrive because you may want to think twice about accessing these gas stations. Upon our arrival, the person who was working at the Visitor’s Center could care less that we entered. His back was to the door. He sat in a chair with his head buried in his personal phone. I greeted him and he was anything but welcoming. We watched an 18-minute video, looked at some displays, and walked on the Boardwalk Trail. If mosquitoes bother you, then bring the bug spray. A small canister costs $6.95 in the Gift Shop. Have a contingency plan if a wasp bites you. Snakes are everywhere. Wear shoes that do not slide on a wet boardwalk made of would. This particular trail does accommodate a wheelchair. ","July 10, 2019",The Boardwalk Trail,243,"Reading, Pennsylvania",4
Congaree National Park,"We visit many national parks and unfortunately, this is probably the least impressive one we have seen. Is it worth a visit? Absolutely. It's just not as grand as the others. We drove up to see it on a trip to Myrtle Beach. It was pretty hot in July, but the trees do provide a nice canopy. Definitely bring bug spray. The bugs were bad, but not unmanageable. There is no food at the park, so plan ahead or stop along the way. We saw some wildlife-- turtles, lizards, cranes, and raccoons.","July 10, 2019",Just can't compare,82,"Berwick, Maine",4
Congaree National Park,Walked the boardwalk- unique scenery and history. Not a highly visited park and it’s sort of out of the way. Wish I had more time to explore. I understand it’s very popular during certain times of the year for the beautiful fireflies. We went in June and it was very warm and humid at 95 degrees. Some mosquitoes. I would plan an entire trip around it bits it’s another one of our lovely national parks that if you can see it- you should do so. The two rangers at the desk seemed very bored and basically directed me to the printed materials. ,"June 30, 2019",Stop if you cwn,40,"Delray Beach, Florida",4
Congaree National Park,It was a hot afternoon and we were driving from Gatlinburg to Charleston but we wanted to stop by here. They have a very nice visitor center and movie to watch. We walked along the board walk for a little while and then left. Glad we stopped.,"June 23, 2019",Didn't stay too long,178,"Galesburg, Illinois",5
Congaree National Park,"Great hiking trails through the swamp. Enjoyed the Boardwalk Trail and various other trails walking deeper into the swamp--plan on getting muddy if you get off the Boardwalk. A lot of wild pigs in swamp as you can see their rooting areas throughout but we did not see any, just a large orange belly water snake. Surprisingly, misquotes weren't bad but the horse flies were. Plan on going back to do more trails, possibly in the late fall or winter.","June 21, 2019",Swamping It,60,"Chapel Hill, North Carolina",5
Congaree National Park,We had a wonderful experience in this national park. Early June so hot a lot of mosquitos. We joined a tour with a ranger and were rewarded with his knowledge.,"June 19, 2019",Awesome National Park.,0,"Dearborn, Michigan",5
Congaree National Park,The park was underwater and had only limited boardwalk trails. Most interesting seeing the undergrowth and wildlife in these conditions.,"June 4, 2019",Tropical Walkway,32,"Bourbonnais, IL",5
Congaree National Park,"This park blew me away. I wasn’t expecting much because it’s not talked about that much, but wow. My visit was so peaceful and everything I saw was amazing. The staff were nice and informative. The scenery was unlike any I’d ever seen before. I took one of the longer trails and it was a bit muddy, but that added to the adventure. A lot of the time I was by myself and got to enjoy the serene environment. At the end of my hike I saw an alligator, three turtles, and some alligator gar fish. I’ve been to many national parks and this one made it into my top 5 because of how wonderful my visit was.","June 4, 2019",Absolutely amazing!,6,"Willcox, Arizona",5
Congaree National Park,"We've been to many National parks, and this one was different than all the others, and enjoyable. We walked the 2.4 mile boardwalk trail and saw interesting trees, wildlife (alligator, snake, raccoon, woodpecker and more) and learned about the importance of the swamp to the environment.","June 3, 2019",The boardwalk was a great way to see the park,31,California,5
Congaree National Park,"We visited on one of the first few days that the fireflies became synchronous, which also happened to be midweek. Arriving early, a bit before 5pm, anticipating crowds, we were able to get a close in parking spot and the crowd never became an issue on the night we visited.Ahead of sundown and the fireflies, we used the nice picnic area to enjoy our picnic dinner, hiked the length of the 2.4 mile (3.9k) boardwalk trail, and the kids completed their Junior Ranger earning their badges. While this may seem strange to some, the swamp along the boardwalk is beautiful and we saw snakes, turtles, deer and an owl along with other birds, huge cypress trees with their numerous knees, and some massive loblolly pines. This easy trail through the last remaining old growth bottomlands swamp is well worth a visit on its own.As sunset approached, access to the boardwalk trail was closed and the short, approximately 1/8 mile (0.2k), firefly trail was opened. As the skies darkened, the fireflies became more numerous and eventually several dozen became synchronous as the number steadily increased until hundreds became apparent along the short trail. At times they became asynchronous for short periods and at other times, the fireflies seemed to flash “the wave’ across the forest. We feel fortunate to have been able to see this rare, unusual, natural phenomena that happens for about two weeks each year in the latter half of May and sometimes into June.We look forward to the opportunity to return to Congaree to hike some of the other trails and hopefully to take a guided canoe trip on Cedar Creek which is offered on many Fridays and Saturdays throughout the year and, like entrance to the park, is free.","May 29, 2019",Beautiful Swamp and Synchronous Fireflies,3757,"Avon, Ohio",5
Congaree National Park,"Went 5/25/19 for the Firefly event. Used COMET to go from the fairgrounds to the park - THIS IS THE ONLY WAY ONE SHOULD GO TO THIS EVENT. Dropped us off at the entrance (Others who drove to the park had to park up to a mile away and walk along a trail to get to the entrance.) The crowd was big, the viewing area small, the fireflies were few. We were told that the first part of the two week period is always better. The smell of bug spray was absolutely overwheming EVERYWHERE we walked. I suspect the fireflies were as annoyed by the smell as we were. Why one puts on bug repellent when they want to see bugs is puzzling indeed!","May 27, 2019",Bug spray vs Fire Flies,198,"Martinez, Georgia",3
Congaree National Park,"This is a wonderful National Park. It is not far from downtown Columbia, SC. They have multiple well marked trails for various experience level hikers. A great place to spend the day outside! But, don’t forget the bug spray!","May 26, 2019",Great National Park Close to Columbia!,2,"Charlotte, North Carolina",5
Congaree National Park,Spent the night in this beautiful forrest watching fireflies. Great place to be. Come early. Wear bug spray.,"May 26, 2019",Fireflies,3,,5
Congaree National Park,"The Congaree National Park features ancient marsh laden forests, great facilities that interpret the area pretty well and a staff that should give any of the other NPS sites a run for their money on any day of the week. Every Spring they have this synchronous firefly event for a few weeks...and it is amazing. I grew up in the Midwest and we had lightning bugs with their amber lights that would flash with about the same speed of a stoplight in a one stoplight town. Very peaceful. This is different - these fireflies should be called lightning bugs - gone is the peaceful amber lights replaced by a frenetic white LED that kind of go on and off together as a large group. It’s like Christmas lights - it’s pretty cool. I’ve never seen anything like this in nature and apparently, ALOT of other people have not either. It gets very crowded, so if you can avoid the peak days, I would highly recommend that - but recommend it I do! Sorry - no photos on this one - the flash messes with the fireflies. Also, for this event only, pets are not allowed - it’s just too crowded. ","May 25, 2019",Firefly Show Is Awesome!!!,342,"Charleston, South Carolina",5
Congaree National Park,"We arrived around 11:30am, visitor center was super helpful re: trails depending on how far we wanted to go. We walked the Boardwalk trail, Weston Lake trail and Sims trail. Saw a gator, snake and other wildlife. ","May 16, 2019",Nice NP!,2,"Zeeland, Michigan",4
Congaree National Park,"A wonderful way to see a wonderful National Park - the canoe trip is an out-and-back paddle on a small, slow flowing creek that separates the higher ground of the bluff from the flat bottom land floodplain and allows you to see a good cross-section of the park and some of the flora and fauna of this special place.","May 7, 2019",Cedar Creek Canoe Tour,13,"Columbia, SC",5
Congaree National Park,"As one walks along one of the many trails, there are times when there is complete silence. Then, there is a chorus of bird calls and other creatures that could probably have been heard hundreds of years ago. To offset this, there are the frequent sounds of planes from the nearby airport bringing us back to the present.I do not recommend even the shortest trail during the heat of summer for anyone not acclimated to very hot and humid conditions. Bring mosquito repellent and water.","May 7, 2019",A Walk Back in Time,9,,4
Congaree National Park,"Such a beautiful park! It was so peaceful there! Tons of wildlife! Be on the lookout for snakes, though. A LOT of them there.","May 5, 2019",Beautiful!,1,,5
Congaree National Park,"Love this park. Easy hike along a boardwalk. We strolled the main loop and spent 2.5 hours just taking in the nature sounds and bird watching. Saw a barred owl, Scarlett tanager, and many other birds. Enjoyed watching a raccoon climb a tree and turtles swim in a lake. Enjoyed a picnic at their tables near the parking lot. Definitely worth a visit.","April 28, 2019",Great Bird Watching,12,"Louisburg, North Carolina",5
Congaree National Park,"Congaree is one of the smaller and lesser-known national parks. It protects one of the last remaining areas of bottomland forests, which used to stretch from the east coast of the US to Texas. Large areas of the park flood multiple times each year, so be sure to check on park alerts in advance. Our favorite activity was a canoe tour, which was led by an intern and volunteers. This tour showed us a part of the park that we otherwise could not have seen, and the guides explained what we were seeing along the way and why those features are important to the park. These tours are offered only a few times each year, and they sell out as soon as they open up, so be sure to look at the website for information about how to book the tours and when they will be offered. There are many hikes -- we did the 2.4 mile boardwalk hike, which has numbered stops along the way, and a brochure is provided so you can know more about each stop. The boardwalk has benches at regular intervals, so you can take a break, and it is wheelchair/stroller friendly. I would recommend this park in early spring before it gets so hot outside and before the bugs are really bad. There is a nice visitor center with an informative film, and there are a few snack choices (granola bars, trail mix, etc.) and a vending machine for drinks. There is NOT a restaurant at the park and the nearest place to get a meal is about 20 minutes away. Visiting Congaree is a good one day trip (maybe 2 if you do more hikes or camp). ","April 28, 2019",Try to Do a Canoe Tour When You Visit!,61,"Apex, NC",4
Congaree National Park,We stayed in Rock hill sc and once I saw there was a national park within a 2 hour drive I was in the car already. Congaree is essentially right outside Columbia SC but the park does not feel like your near a large city. In fact the drive into the park is scenic and laid back. Upon arriving in the park signage is well placed and the visitor center is easy to find. Inside you can learn about the history of the land that’s now the park. I only did the boardwalk trail but wow it was amazing. Walking amongst trees of that size is quite a feeling. There are multiple other trails with much bigger trees. The only downside to my visit would be there were no ranger tours out on the water. I believe those were on the weekends? I can’t wait to come back and see more of this national treasure,"April 21, 2019",Absolutely worth the drive!!!!,9,"Pataskala, Ohio",5
Congaree National Park,"We walked the boardwalk trail, some of which was about 4 inches under water - be prepared, hearing ths ongs of many birds that we could not see, and spying the occasional pileated woodpecker, anhinga, squirrel or deer. At this time of year there is water everywhere, and the reflections of trees and skies are magical.","April 14, 2019",Spectacularly beautiful,23,,5
Congaree National Park,"This well maintained national park has miles of lovely trails. If you take the time and look around you will find gorgeous signs of wildlife. My kids enjoyed looking for tracks, admiring the mangrove trees, and finding different fish, snails, and reptiles. LOVED THIS!","April 9, 2019",Gorgeous!,6,,5
Congaree National Park,It was raining out so we couldn't go on any of the walks except for a little bit outside the visitor center. The kids did do the Junior Ranger booklets and earned their pins. The movie and the exhibits inside the visitor center were extremely well done. The volunteers working in the center were very friendly and helpful.,"April 3, 2019",Nice park,130,"Minneapolis, Minnesota",4
Congaree National Park,"This was a very interesting park and the walk on the boardwalk was enjoyable. I went with my son and we did a total of around 4 miles. The weather was great and there was only one mosquito bite, even without using bug spray, which my son got. Nice to see insects respecting elders!!!","April 2, 2019",Review,52,"Fairfield, Connecticut",5
Congaree National Park,"We spent a few hours hiking at Congaree National Park. The weather was perfect (High 60's, Low 70's) and there were very few mosquitoes. The raised boardwalk makes for a really easy hike, with lots of places to pause. It’s family friendly and the bathrooms were clean. The visitor station was educational, with interesting displays and a young woman working there was informative and really great with kids. The only surprise was passing about 14 churches and NO GAS STATIONS on the way. Get supplies...water, snacks, and gas before you start heading that way.","March 31, 2019",Nature Walk,57,"Bad Axe, Michigan",5
Congaree National Park,"We stopped here on our way from Asheville to Charleston. It was a nice respite from a heavy day of travel and activity the day before. We enjoyed seeing the old growth forest and walking on the boardwalk trail. There had been a lot of flooding, so much of the boardwalk was closed (under water) and so were many of the trails. That wasn't an issue for us as we were had limited time to visit anyway. It is wonderful that this forest is preserved. The staff in the visitor center were very friendly and helpful.","March 20, 2019",Boardwalk trail,12,"Mattoon, Illinois",5
Congaree National Park,"We visited the day after a significant rainfall in an already very wet autumn. This was a boon in that we were able to observe the park in full flood. In that this park is a preserve of hard wood floodplain forest, the flood process is integral to its ecology and broad bio-diversity. Seeing the park during full flood made for interesting view of the forest while we walked the elevated boardwalk in 2 sections totaling nearly 2 miles overall. While we missed the opportunity to explore other park trails (they were under water), we were glad to see it when we did. We can plan an alternate time to visit during a dry event to explore other trails, but I believe we saw the best the park can offer. This park is free admission and it does offer tent camping facilities.","March 10, 2019",Go during full flood,93,"Fallston, Maryland",5
Congaree National Park,"The weather was perfect for a long walk, and the boardwalk certainly is a major plus for this park. We saw deer, hawks, squirrels, woodpeckers, and lizards. The trail was flooded in one spot and we didn’t even mind having to turn around. The rangers in the visitor center were very friendly and helpful. We will definitely be coming back.","February 19, 2019",Peace and Quiet,2,"Smyrna, Tennessee",4
Congaree National Park,Boardwalk and regular trails available. Visitors center with introductory movie. Rangers are a big help in teaching you about the history of the area. The parks has amazing old growth forest. Worth the visit.,"February 2, 2019",Nice trails,136,"Midlothian, Virginia",4
Congaree National Park,"A fantastic experience. . Huge trees, old world forest. Nothing like it. Unfortunately due to the gov't shut down we couldn't ask the rangers to help us locate the ""champion trees"". But you can find some of the info on the internet. The board walk was in great condition but I would caution you to be prepared with boots. Water, water, everywhere...and If we had the proper footgear we could have done more with the trails. Seeing it in winter is wonderful. Lots of hiking opportunities and bird watching.","January 25, 2019",A great escape,77,"Cypress Gardens, Florida",5
Congaree National Park,This a very different National Park that is diverse. They have boardwalk trails that are extensive and are easily traversed.,"January 4, 2019",Unique,81,"Clayton, North Carolina",5
Congaree National Park,"We visited after a ton of rain had fallen in the week before, in mid-November, and had planned on only doing the boardwalk trail loop. We were surprised to find out on arrival that half of the loop was closed due to flooding, and sure enough, the boardwalk lowered down into murky water and disappeared at those points! Luckily, half of the boardwalk was built elevated, so we could still walk that half and experience the park that way. That meant an out and back hike, instead of a loop, which took the same amount of time as the loop would have, and apparently meant we also missed the areas where the cypress trees grow. It was still a very worthwhile visit. I wished I had chosen different shoes, though, as the boardwalk itself was wet, with fallen leaves on it, and together these things made it verrrrry slippery. I slipped and slid around several times and eventually fell down entirely. Better shoe traction would have helped a lot! On the positive side, the boardwalk is dog friendly, so I was glad my pup could come with us!","December 13, 2018",Boardwalk trail,336,"New York City, New York",5
Congaree National Park,"What a great place to visit & enjoy nature. Nice paths to walk, lots of wildlife & very educational.","December 11, 2018",Nature walk,3,"Mesa, Arizona",5
Congaree National Park,"We went the Saturday after Thanksgiving. It was a cool overcast day and we were hoping to have the park to ourselves, WRONG. However, it was not that crowded and it was actually good to see people out there enjoying the park.Great time of the year to visit as there are no bugs. Part of the boardwalk was flooded. This is common and one must remember, this is a swamp that is in a floodplain. It will flood. The beauty of this boardwalk is that a lot of it is low at the water level which outs you down at the swamp level and gives an interesting perspective. This is also why it floods.There are several trails, not just the boardwalk. Highly recommend you check in at the visitor center to check the status of the trails so there are no surprises. Take the time to read the boardwalk brochure to learn about what you are seeing. This is not a ""destination"" National Park. What I mean by this, I would not travel a long distance JUST to visit this park. If you are in the area it is a wonderful park to plan a day trip to. As a Nation Park, it is still young. This is tent camping and you could spend a few days if you did all the trails. There is canoeing, bring you own, and you could spend 1 hr to 2+ days canoeing.","November 26, 2018",Enjoyable Visit,45,"Ridgeway, South Carolina",4
Congaree National Park,"We stopped on the way home. I'm so glad we went in November because it wasn't buggy. I would never visit a swamp in the summer! It's the only National Park we've visited which allowed dogs on the trails...which was great since we had our dog with us. We loved the boardwalk trail which was raised above the flooded swamp. Seeing the large pines and small palmettos was very peaceful. The trail was very quiet and peaceful, save for the gunshots we heard in the distance, which was a bit unnerving. The movie in the visitor center was excellent. The visitor center also had an interesting display about the old growth trees. So glad we had a few hours to enjoy this park.","November 22, 2018",Unusual National Park,211,"Ocala, Florida",4
Congaree National Park,"Although the park is about 18 miles from Columbia, SC, the capital, it seems of another time. These swamps were part of the haunt of Francis Marion, aka ""The Swamp Fox"" of Revolutionary War fame. I can see why the British could not catch him. A word of warning: no services in or near the park. Eat and gas up in Columbia. They do have restrooms, a few vending machine type snacks, and potable water at the visitor's center. The visitor's center is open from 9:00 a.m. to 5:00 p.m., 7 days a week except for Federal holidays. The park is open 24 hours a day. There is no fee.There is a small museum and an on-demand film at the visitor's center. Ranger led walks on the boardwalk, Big Tree hikes, and canoe tours (3 1/2 hours) are available. See the website for dates and times. The canoe tours are only Spring Season: April 1-May 31 (Fridays & Saturdays)Fall Season: September 1-November 17 (Fridays & Saturdays)You may also walk the boardwalk on your own w/the help of a brochure that talks about the flora and fauna. There are also trails on the ground that regularly are under water. Watch for snakes.If you enjoy visiting national parks, I think you should consider this one simply because it is so different. I suggest October or November because there are very few insects. Otherwise, bring LOTS of insect spray. It is a swamp, and mosquitoes abound.","November 10, 2018",Interesting experience unlike any other U.S. National Park,596,"Austin, Texas",3
Congaree National Park,"Beautiful old growth forest, lots of wildlife to view, even from the boardwalk. Also has canoe and kayak water trails for serious nature and water enthusiasts. Peaceful and tranquil. Elevated boardwalk is ADA accessible and takes you down to a nice water overlook. Other trails a bit rougher, but a nice walk. ","November 7, 2018",Beautiful Old Growth Forest,15,"Cedar Rapids, Iowa",4
Congaree National Park,"...Congaree is an experience not to be missed. Being from Colorado, I had virtually no swamp or southern old growth experiences. The boardwalk changed all that: loblolly pines, cypress trees including knees, tupelos. So interesting and an important part of the American experience. We brought our mucking boots and did some of the messy trails...great fun!If you plan ahead, you might be lucky enough to get tickets to the ranger led canoe trip. A highlight of our whole trip...chase the tickets the minute to system opens.","November 3, 2018",Don’t let its tiny size fool you...,24,COLORADO SPRINGS,5
Congaree National Park,"Gunshots nearby and dogs on Boardwalk trail doesn't exactly feel like wilderness. You can mostly see cypress and hardwoods along boardwalk w/ hardwood bottomland forest and big trees along Weston Lake trail. Plant community rather uniform w/ limited plant species diversity. At least no bugs this time of year (end of October). Summer must be HORRIBLE. I would only go back to canoe, but I have spent a fair amount of time in bald cypress-tupelo swamps in southern Illinois. Staff at visitor center very friendly. I buy magnets these days for the parks I've visited (45+) and Congaree is most expensive I have experienced anywhere in. NPS system; $6+.","October 27, 2018",Dogs don't belong on boardwalk trail,120,"Bowling Green, Kentucky",4
Congaree National Park,"The boardwalk trail is a little over 2 miles, and when we were there, lots of falling leaves on the boardwalk and recent rain made the boardwalk slick so it took us about 1-1/2 hours to complete it. Heard lots of birds, but only spotted 1. No other wildlife. Beautiful area, and another NP checked off our list. If you're allergic to bug bites at all, definitely douse yourself with bug dope, wear long sleeves and pants, sturdy shoes, and KEEP MOVING! If you stop, they'll swarm you.","October 7, 2018",Fun boardwalk trail. Very muggy and buggy.,17,"Anchorage, Alaska",3
Congaree National Park,"We are trying to take vacations near many of the national parks. We were vey pleased with this one. We walked over 5 miles and found a peaceful, beautiful setting. We were prepared with bug spray, which was definitely needed. Otherwise we definitely enjoyed our visit.","September 30, 2018",Visit to lesser known national park,7,"Schaumburg, Illinois",5
Congaree National Park,"Our family loves visiting National Park sites so we were very excited to be visiting Congaree National Park after spending time in Charleston, South Carolina. However we went on Labor Day and were very disappointed to find that the visitor center was closed. This is reflected on their website which I should have checked but I found it pretty unusual especially for a National Park. I can understand that some of the smaller more obscure National Monument sites might be closed but there are only 59 sites designated as a National Park which are supposed to be the best the Park Service has to offer. Thankfully the gates were open so the park could still be enjoyed but there were a lot of people who came to the park and were similarly disappointed. There is very little in the area surrounding the park so we got food when we exited the interstate 30 miles or so outside the park and ate it at a picnic pavilion by the visitor center. We loaded up on bug spray but really didn’t seem to have a problem with bugs. We walked the entire boardwalk trail and brought along the brochure that details the numbered stops and read them to our kids. The hike went by surprisingly fast and it was enjoyable to see this unique environment.We enjoyed our visit to Congaree National Park but were far from blown away. Some of the reviews here gush about the park and how amazing it is and I don’t get that. This is definitely on the lower end of the National Parks and seems more like a National Monument type site which it was until 2003.","September 24, 2018",Visitor Center Closed on Federal Holidays ,349,"Chattanooga, Tennessee",3
