national_park,review_body,review_date,review_title,helpful_vote,user_location,user_rating
Arches National Park,"We were at Arches National Park on this late September Tuesday and the park was busy. We used a National Parks Pass that allowed us to enter Arches National Park for free. The regular price is $30 per vehicle.We arrived around 8:30 at the info centre and the parking lot was quite busy.Our first stop was Delicate Arch and on the way up there are amazing rock formations and viewpoints including “Balanced Rock”.We did 2 separate hikes – Delicate Arch and Devil’s Garden plus a drive through the park. Get an information pamphlet and map to plan your visit of the Arches and the viewpoints.Delicate ArchThere is a relatively large parking area with 75+ spots and washrooms. The hike to Delicate Arch from the parking lot is about 5 kilometers (3 miles) return.After a short 2 minute hike from the parking lot you will come to the first attraction – the Wolfe ranch inhabited by an early settler. Within the first 1/4 mile you will walk across a short steel bridge and then maybe a short 100-200 yard walk farther on there will be the petroglyphs loop (dirt and gravel). At this site you will see a rock art panel painted by the indigenous people. You can either see the pictographs before or after seeing the Delicate Arch. This is an easy short loop.On the way up, past the bridge, the first part of the walk is composed mostly of compact dirt and fine sand on a slightly undulating course. About 3/4 mile (1.2 km) in, the trail is on an exposed rock face uphill. About 1.5 kilometer in and for the next 500 meters or so there are rocks and fine sand on the trail. Near the end of the trail, after a short walk (200 yards / 180 meters) on barren rock ledge (fairly wide) your reward will be the freestanding 52 foot tall arch. As expected, it was very busy by Delicate Arch with people taking turns to photograph themselves with this iconic arch. We spent about 30 – 45 minutes up there before heading back down.In my opinion, the open trail hike is strenuous but not difficult; strenuous in the sense you need some cardio fitness but if you take your time, it can be done. If you have mobility issues, it maybe very difficult.We were there in late September on a weekday and the hike and the area around Delicate Arch was very busy. So if you go, plan to go early due to the limited parking at the Delicate Arch parking lot.Devil’s GardenWe got to the Devil’s Garden parking area around 12:00 PM, after the Delicate Arch hike and parking was almost nonexistent. We were lucky to find parking but by 1:30 PM, there were a few empty spots. There is also a separate area for picnic parking.At the trailhead, there are washrooms and a water filling station.The trail is mostly flat with compact dirt and gravel. After a short hike in (about 1 kilometer), there is a 3 way fork - the Landscape Arch trail that goes left, straight ahead is the Pine Tree Arch trail (and less than a 1/2 mile (800 meters) in is the Pine Tree Arch) and the Tunnel Arch to the right. You can see the Tunnel Arch from the fork. Tunnel Arch is not much to see – 2 holes in a rock formation.The hike to Landscape Arch is about 1.5 kilometers (1 mile) from the trailhead at the parking lot. The trail by Landscape Arch is mostly fine sand. Landscape Arch to me was underwhelming once you saw Delicate Arch.In my opinion, Pine Tree Arch is better than Landscape Arch. Since you are already there, you might as well see all 3 arches.In total we hiked about 3 kilometers (2 miles) and spent around 60 minutes here.After that we drove around the national park to see some of the other sites including North and South Window.We came back for photos of the landscape at sunset. The park ranger recommended three spots to watch the sunset - La Sal Viewpoint, Courthouse Towers Viewpoint and Windows. We arrived at 6:15 to look at the recommended sites. We eventually decided to pick our own spot at Balanced Rock (and did not go to Windows) to watch the sunset and take photos. We crossed the road from Balanced Rock for the high vantage point to take photos. I have been told the sunrise is also quite nice as the sun’s rays reflect off the rock formations.I would rate the overall experience 4.5 out of 5.Notes &Tips: • The National Park is about a 10 minute drive from Main Street in Moab. • At the interpretive centre there are washrooms and a gift shop. Pick up your park map here. Plan your visit on the internet before you get here so you’ll know in advance what you want to see. At the centre there is a short 15 minute orientation movie every 30 minutes. • September interpretive centre office hours: 0700 – 1700 • Go early to avoid the crowds • There are over 2,000 arches in the park. Arches must be a certain dimension in order to be considered an arch. • In total we spent about 6 hours in the park • You can easily spend a whole day in the park. If you do, plan to take a picnic lunch and lots of water. • Bring suntan lotion and wear a hat as there is no shade until you get to the very top by the rock formations. During the last week of September it was still hot and sunny. • I would recommend a good pair of trail runners or day hikers and definitely no flip-flops! • There was a good mix of old and young people • We were on our third day of our 13 day Nevada-Arizona-Utah trip. We were off to Canyonlands National Park next. Other national parks we visited on this trip included Bryce Canyon and Zion. See my reviews. • State and private parks we visited included Goblin Valley, Monument Valley, Lower and Upper Antelope and Glen Canyon National Recreation Area. See my reviews. • Buy an annual pass if you plan to visit more than 3 national parks in the next 12 months.","October 16, 2019",No McDonald’s Arch - 4.5 out of 5 rating,781,"Richmond, Canada",5
Arches National Park,"After retiring we wanted to visited Utah and see the National Parks. This is a beautiful park, even though there were buses of people it didn't feel crowded. We were able to hike and get great pictures on our visit . I can't wait to come back there is so much to take in. Don't miss this park.","October 16, 2019",Vacation ,8,"Greenville, South Carolina",5
Arches National Park,"A must to visit, lots of amazing views with short trails that anyone can manage. Loads of photo opportunities and the changes in the geology are something rarely seen anywhere else.","October 16, 2019",Spectacular scenery,10,"Eastbourne, United Kingdom",5
Arches National Park,This is one park you don’t want to miss. A must hike is the one to Delicate Arch. It is spectacular. The entire national park is awesome. Bring a lunch and admire the scenery. An entire day spent there is just amazing.,"October 16, 2019",Phenomenal views,11,Eighty Four,5
Arches National Park,Absolutely worth the trip from OHIO! Moab and Arches was fabulous along with Canyonlands. The views were breathtaking! Words cannot describe what the ice age or water-wind and earth shifting.,"October 16, 2019",Arches,0,"Cuba, Missouri",5
Arches National Park,Varied hikes and beautiful views. If you are into photography you will fall in love with Arches National Park.,"October 16, 2019",Unique and wonderful.,0,,5
Arches National Park,The best of the Big 5 national parks! You will want to spend 2-3 days in the area if you are someone who likes to hike! The scenery is Amazing!!,"October 15, 2019",Fabulous!!,11,Ct,5
Arches National Park,We drove around the park and visited most of the attractions. We enjoyed hiking to them. Some of it was moderately difficult so I recommend wearing good tennis shoes and having water bottles. Very beautiful park,"October 15, 2019",Beautiful ,6,"Monument, Colorado",5
Arches National Park,"Beautiful and majestic! Many hiking trails...so much to see you don’t know which way to turn! Hiked up to one of the larger arches...we’re older so it took my husband and I some time, but we made it. Definitely get the map at entrance so you don’t miss anything. Early October and the weather was a perfect 72 degrees! This was the last of the majestic 5 we did and in my opinion the best of all.","October 15, 2019",A must see!,98,"Fort Myers, Florida",5
Arches National Park,We had a great time with our hiking group exploring many of the 2000 arches. The Fiery Furnace was one of our favorite hikes and we made it without a guide.,"October 15, 2019",Amazing Arches,4,"Kansas City, Missouri",5
Arches National Park,"And start early in the day. Easy access for everyone, every age and if you're limited in your physical capacity, driving through is wonderful but there area also areas that are ADA.","October 15, 2019",Allow at least 3 hours,18,"Portland, Oregon",5
Arches National Park,"This is one of my favorite NPs, I've visited this national park three times and every time it seems new and different. It's a wonderland of giant rock formations of all types with easy access to most. Whether you spend a couple of hours or a couple of days you'll be amazed and glad for digital photography. Be sure to wear sunscreen, bring plenty of water and wear comfortable hiking shoes, you should bring some snacks as there are no restaurants in the park. Enjoy this will probably not be your last visit.","October 15, 2019",Great NP,115,"New Brunswick, New Jersey",5
Arches National Park,Excellent Arches and Mountains and Different Shapes very Beautiful.Visitor Center is High At Gift Shop t-shirts 31 dollars and caps 28 dollars.,"October 15, 2019",AllanW,8,,4
Arches National Park,Another trip to Arches and I can't say enough good about this National Park. Totally love Arches and will continue to visit every opportunity I get.,"October 15, 2019",Can't ever get enough of this place!,14,"Colorado Springs, Colorado",5
Arches National Park,Spectacular National Park! The various hikes were fun and the views were breathtaking. The people at the park and in the city of Moab were super friendly. ,"October 14, 2019",Breathtaking,5,"Atlanta, Georgia",5
Arches National Park,Fabulous National Park that is easily accessible to so many.... go visit !! We loved the ability to hike close to some of the arches and yet view some from our car.... ,"October 14, 2019",Amazing,1,WAKEFIELD,5
Arches National Park,"Truly a place of unparalleled beauty and diversity. It is popular with national foreign tourists alike thus it can be crowded. Get out of the car, walk, pause and take in all this place has to offer.","October 14, 2019",What Can I Say That Hasn’t Been Said,6,"Vancouver, Washington",5
Arches National Park,"It was amazing the difference in landscape, very beautiful area! No other place like it, the arches are remarkable and the colors are magnificent.","October 13, 2019",Arches,4,"Kearney, Missouri",5
Arches National Park,"The park is busy and the lines are long but this park is worth the wait. Definitely hike the trail to delicate arch it is a mile and a half but feels like three, but when you get there it is worth it.","October 13, 2019",Worth the wait,0,,5
Arches National Park,"Although it was 107 degrees outside, a good deal of this amazing beauty is drivable and you can get out & walk to certain spots. We skipped the walk to “the arch” but just didn’t feel up to 1.5 hours in that heat. We simply loved the park & will return when we can. ","October 12, 2019",Do it! You must! ~Yoda~,144,Ohio,5
Arches National Park,"This was my favorite of the Utah parks visited on our recent road trip. So may beautiful hikes, for families! We saw a little snake here, too, whisk my kids loved. ","October 12, 2019",Beautiful,29,"Newport, Maine",4
Arches National Park,Just before entering Arches we got our first look at Wilson Arch. The arches are so amazing. Many of the arches includes hikes. We did the overlooks and a few hikes but it is beautiful!,"October 11, 2019",One of my favorites of the Mighty 5,10,"West Grove, Pennsylvania",5
Arches National Park,"Beautiful way to end our day of touring around. The drive and the arches are spectacular, pictures just do not do the scenery justice.","October 11, 2019",Day trip,59,"Temecula, California",5
Arches National Park,"If in SE Utah, this is a must see. Simply beautiful! Also worth making a special trip and seeing all the other wonderful things in the area.","October 11, 2019",Amazing beauty.,0,,5
Arches National Park,What a great place. Can’t wait to come back. Hiking for all ages and levels. It was amazing and absolutely beautiful.,"October 10, 2019",Moab,0,"Saint Helens, Oregon",5
Arches National Park,Arches is magical. Everywhere you look the scenery is amazing. And the park is spotless despite all the visitors,"October 10, 2019",Wow. Wacky spires and formations and magical shapes abound even if you never leave the car,47,"Philadelphia, Pennsylvania",5
Arches National Park,"During our 8 day drive of 2300+ miles, we stopped first at Arches National Park after arriving in Denver on 10/1. We made it to the park around 4:15, to find out the visitor center was closing around 4:30. After getting a map of the park and purchasing a magnet for our collection, we drove to the various locations within the ANP. It was a beautiful day with clear blue skies, a brisk breeze but temps in the upper 60s to low 70s. The drive is extremely scenic, with various twists and turns that will lead you to some amazing locations that you can view from the roads, or opt to hike a bit to some of the arches. I really enjoyed ""Balanced Rock,"" the windows arches, landscape and delicate arches. All in all, we spent about 3 hours in total in the park and left with an amazing feeling of being able to see all that we saw in such a short time.","October 10, 2019",#3 of our quest for the BIG 5 National Parks In Utah,199,New Jersey,5
Arches National Park,There are so many wonderful places in nature and this is one of them! The centuries have created some of the most interesting shapes in the sandstone that you will ever see. Add to that the history of this area and the stories of the creatures and people who have lived here. The beauty of this place is very special!,"October 10, 2019",Rugged Beauty,38,"Forks, Washington",5
Arches National Park,"Skip the Delicate Arch crowds and opt for the Windows hike (use the Primitive trail) and the Skyline Arch hike! Devil’s Garden was also packed, but worth the short hike to the Landscape Arch as well. That was as far as we got, the entire trail back there is 8 miles if you’re up for it! We were a little bitter coming into the Park because of how busy it is, but after our visit we understood why! Absolutely beautiful, once in a lifetime experience.","October 10, 2019",Tips for Arches,30,"Columbia, Missouri",5
Arches National Park,"Got to the visitor center when it opened, enjoyed the movie. Then drove to the end of the road, nice walk on gravel path for Landscape Arch. As I walked out it the became busy.","October 9, 2019",Early visit,16,"Gig Harbor, Washington",5
Arches National Park,"In my opinion, this is one of the most beautiful spots in the country. There is a road that runs through the park allowing you to view many of the famous monuments from little pull-offs. You can also get closer to monuments via trails. The park website gives information on the difficulty of the trails, as well as which monuments are better photoed in the morning light or the evening light. I've been here twice, and I plan to come back again. The only two negatives are that tourism has really grown in the last 5 years, so traffic along the main road through town is crowded. Also, for those wanting to avoid crowded restaurants and bad parking, Door Dash hasn't made its way to Moab yet. Pretty minor negatives. Go and bring a camera.","October 9, 2019",Gorgeous,0,Houston,5
Arches National Park,We were on a bus tour of Utah's five national parks and this was one of our stops...simply awe-inspiring. It's a huge park and we only had time enough to visit about a third but that was not disappointing.,"October 9, 2019",Another awe-inspiring national park...,119,"Bangor, Maine",5
Arches National Park,Words really can't describe this landscape. You really have to see it for yourself. Great for everyone one as can view many unique features from the road or a short walk. Also many mid to long hikes available.,"October 9, 2019",Amazing,27,"Denver, Colorado",5
Arches National Park,This site has several incredible arches to view. It also has several unique geological features. Most are fairly easy to drive to or walk to. Along with Bryce Canyon it was one of our favorite parks in Utah. That being said other parks in Utah are very worth visiting.,"October 9, 2019",Amazing arches and geological formations.,1,"Lansing, Michigan",5
Arches National Park,I would recommend this Park to any one that loves to hike in beautiful surroundings! There are some very difficult trails but some really easy trails for those who have difficulty walking!,"October 9, 2019",Beautiful ,16,"Camp Verde, Arizona",5
Arches National Park,This park in blew me away with these great sights of Canyons and Arches. The hikes are simple and great. The map is right to the point and very helpful. Just an easy experience to get around and see the wonders around us. I can't say enough of how this place was just magical.,"October 9, 2019",A wonderful experience of seeing such wonders.,14,"Milly-la-Foret, France",5
Arches National Park,"What a beautiful place to see!! You can spend as much time or as little time as you want here! You can drive through and take pictures at the many areas to pull over along the way, or you can pull over and hike to some of the arches! It is like no other place on earth! This is a must see!!","October 9, 2019",Soooo Beautiful!!,4,,5
Arches National Park,the national park is great to travel around by bike or hiking and camping. it is near to Colorado river and Grand Canyon nat. park,"October 8, 2019",a nice place near to Colorado river and grand canyon,3,"Ankara, Turkey",4
Arches National Park,"This National Park is No.1 on the list for most people and for good reason it is a great park! All the iconic arches are here and the road network around the park very good. If you want to escape the crowds venture out along the Devils Garden path and go beyond Landscape Arch to the Double O Arch. It's a challenging hike in some parts but you really experience the Arches at a personal level. Note: parking at some areas is limited, Devils Garden being one of them so get in early or be prepared to circulate until a spot becomes available.","October 8, 2019","Iconic National Park, a must see on a Utah roadtrip.",27,"Sydney, Australia",5
Arches National Park,"It was awesome. Great weather and the place is so amazing. Many, many wonderful hikes. The visitor center provides with fresh water too","October 8, 2019",Camping,1,,5
Arches National Park,We spent 4 plus hours traveling the well marked scenic views along with quite a few walking/hiking into more in-depth sites. Fantastic!!,"October 8, 2019",Just took my breath away at the first overlook!,2,,5
Arches National Park,"We had a great time visiting Arches with an 11 month old baby. We were able to still see a lot with her in the stroller or carrier. It was busy when we arrived around 11 am, so getting there earlier will avoid some of the wait times. We thought we could also do cottonlands which is 30 minutes away, but it’s not realistic if you really want to see a lot of arches.","October 8, 2019",Gréât national park,0,,5
Arches National Park,Walked to Landscape Arch: better to go before 3 when there are shadows on the arch. Trail was pretty easy and my husband has PD with some balance issues. Good visitor center. Tomorrow we’ll get some other hikes in. ,"October 7, 2019",Each park is different! Go!,29,"Bethesda, MD",5
Arches National Park,Arches National Park is a place that should be visited at least once if you want to see red rocks and very interesting rock formations. Sunrise and sunset make for great photos.,"October 7, 2019",Red Rocks!,19,"Long Island, New York",4
Arches National Park,A wonderful national park to observe the wonders of Mother Natures art work! I only wish we had scheduled more time to explore this wonderful national park. Mother natures handiwork is evident at every turn and a picture is every where you look! Please visit this park!,"October 7, 2019",What a wonder example of Mother Natures art work!,0,COLEMAN,5
Arches National Park,"Unlike other national parks, Arches was uncrowded during the third week of September. Could drive our own vehicle through the park, stopping for the sights and hikes we wanted. Recommend Panorama Point for night-time stargazing.","October 7, 2019",Pleasantly accessible,78,"Clifton Park, NY",5
Arches National Park,long wait to get in - over 30 minutes and then very crowded - not as exciting as I was hoping for. Arches were pretty but ZIon or Bryce were much more interesting. Too many cars to get close to be able to park and walk to the sites.,"October 7, 2019",Not as exciting as I had hoped - too much traffic and unable to get close to walks,5,"Pittsford, New York",3
Arches National Park,"One of the main reasons for visiting Moab is the National Park. Worth visiting this place towards the end of the day for the sunset pictures over the vast expanse of rock formations. There are several hikes you can do, the 'delicate'arch is described as a difficult hike but it is by no means difficult, but take water. Not accessible to disabled people. The double arch is also easily accessible and a must see. Over all a great afternoon out. ","October 6, 2019",Must see of Moab,19,,5
Arches National Park,Not sure how to describe how awesome the park is. we visited Canyonlands also and think we prefer the Arches. We did several days of day hiking. September was less crowded and mid 80s. We really loved our trip here. Would love to go back to the backcountry to mountain bike.,"October 6, 2019","Best vacation spot for day hiking, great visit!",41,"Finksburg, Maryland",5
Arches National Park,"I have never been disappointed by any visit to a national park and this one continued that tradition. The physical beauty is outstanding and the park is near Moab, UT which I found a great place to stay during the visit. You should come prepared to hike as most of the arches need you to hike in to get the best views.","October 6, 2019","Arches, Arches, Arches",0,"Milwaukee, Wisconsin",5
Arches National Park,We took a paid tour AND went again ourselves to see even more. Paradise for photographers and hikers. Dinosaur prints can be seen in some parts. ,"October 6, 2019",Worth visiting twice on our first trip.,0,"Littleton, Colorado",5
Arches National Park,"This was my first experience in Southern Utah, so I am quite a novice. All I can say is this is something everyone should experience before they die. Now I understand why I saw people from all over the world here. You must have a car. There are many turnouts so you can stop often and enjoy the views. Many well marked trails to enjoy a walk or a hike. Plenty of place to use the facilities when you need (which you should need because you should be drinking plenty of water).","October 5, 2019",An out of this world experience,61,"Seattle, Washington",5
Arches National Park,Arches National Park is a unique and exciting hiking experience for all ages. I suggest arrival for sunrise and sunset photos to appreciate all this park has to offer. ,"October 5, 2019",Exciting hikes,15,"Fort Myers, Florida",5
Arches National Park,"I always wanted to see this National Park, so this was a trip set up to specifically spend the day there.I was a bit disappointed that part of the drive (Window Trail) was closed the day we went, but this was spectacular event. ","October 4, 2019",Unbelievable landscape.,19,"Dallas, Texas",5
Arches National Park,My wife and i visited the park late in the afternoon...the traffic was not very heavy and we were able to stop at many viewing points along the road. We purposely went late so that we could find a good location to see the sunset and then see the stars in the night sky.......we were not disappointed at all and being able to see the milky way in the sky was truly inspirational.,"October 4, 2019",Inspirational,0,,5
Arches National Park,"Arches NP is absolutely stunning! There is so much to see! The only bad thing is, no dogs allowed. one tip.. go early!! if you go anytime between 8am-5pm you will be waiting in long line ups of asians being unloaded from tour buses!","October 4, 2019",stunning!,28,,5
Arches National Park,We made it here rather late in the day but saw a few views before dark. We were at the windows and Turret Arch at sunset which was amazing. We ran up to see Delicate Arch also from the upper viewpoint but it was getting dark.,"October 4, 2019",Arches at sunset,59,"Woodburn, Oregon",5
Arches National Park,We flew into Denver and drove through the Continental Divide down to Moab. It is a 5 hour drive nonstop so we spent the night in Glenwood Springs. Great place for a family vacation. It was interesting to see the majestic mountains turn into plateaus and desert and to see all the gravity defying rocks that sit vey high atop flat places. It is definitely worth the trip. I do suggest going to the park in the morning as temp were going to be around 100. ,"October 4, 2019",Majestic views,9,"Alvin, Texas",5
Arches National Park,"After settling into Moab, we hopped on our wee motorbike and headed for Arches National Park.Despite it being early October, the park was busy, so being able to park the Honda in tiny spaces was great! Trying to get photos without a handful of tourists standing IN an arch, was nigh on impossible!We had decided this was a photo shoot day, not one of intense hiking. As such, we limited ourselves to doing short ‘walks’ that led us to most of the arches within the park. Being a sunny day, this was a thoroughly enjoyable time for both of us...We finally made it out of the park just before sunset and headed in to town for a cold beer and tucker!","October 4, 2019",Kiwis on the Run,19,"Hamilton, New Zealand",5
Arches National Park,We spent 1-1/2 days at Arches and experienced lots of traffic. People drove terrible and acted like they had never seen a rock formation before! Arches was beautiful but wish they had more crowd control of how many cars they let in at one time.,"October 3, 2019",Awesome!,2,"Columbia, Illinois",4
Arches National Park,"We’ve seen some awe inspiring parks in eastern Utah, but this is my favorite so far! Get out and do some of the hikes, too. We were told to see Delicate Arch at sunset, but what we didn’t know is that you need to take the 3 mile trail (parking lot on left side) to really see it best. We took the shorter (and steep) hike only to see the shadowy side. And then we were still far away. ","October 3, 2019",Amazing!,38,"Hockley, Texas",5
Arches National Park,"THE highlight so far of an American road trip beginning in San Francisco, then LA and Las Vegas, and now southern Utah. Two visits today from our Moab hotel base - firstly an early morning one to beat the hordes, spending time at some of the main attractions - Delicate Arch, Balanced Rock, Devils Garden with a 45-minute hike to Landscape Arch, and Fiery Furnace. Returned at 5.45pm for a 90-minute round trip hike (officially - and accurately - designated as ’moderately strenuous’) to watch the sunset at Delicate Arch. Extraordinary. ","October 3, 2019",Delicate delight,2,"Hobart, Australia",5
Arches National Park,"We live in New Zealand which everyone tell us is a beautiful country. However we were blown away by both Arches National Park (and Canyonlands) To a degree words fail me. We had 3 visits to Arches over 3 days and everyone was different and each one was a sheer joy. There are so many highlights, Making our way to Delicate Arch and just standing underneath it and looking at its beauty. Walking through Park Avenue in the early morning with the sun catching the rocks, or going to Double O arch where the journey really was a major part of the experience.","October 3, 2019",Out of this world,6,,5
Arches National Park,"This was the last stop on our visit of the ""Mighty 5"" National Parks of Utah. I can't say that one is better than the other, but this one certainly did not disappoint. The view are stunning, the hikes were goods and the ease of getting around was perfect. I'd go back for sure!","October 3, 2019",Loved it!,1,"Gainesville, Georgia",5
Arches National Park,"We knew it would be busy, so went early in the morning, but whilst it did get busier as the morning went on, we still loved it, and would advise anyone to go and see it.I dread to think what it would be like in the middle of summer though, it must be a nightmare","October 3, 2019",Loved It,35,UK,5
Arches National Park,Very crowded with parking hard to find at times. Many unique views of rock formations but individual photos without others in them is almost impossible. Buses and RVs make it a bit difficult to navigate/drive through the park.,"October 3, 2019",Another Crowded NP,17,Arizona,4
Arches National Park,This park has beautiful rock formations. The only drawback is that there is some distance between the arches. The distance to hike is a bit much for us old folks.,"October 2, 2019",Awesome,0,,5
Arches National Park,"Arches is everything I had hoped for and more. We knew the park was popular so planned accordingly, making it our first stop of the day. I have read from other reviewers that parking is a problem but we did not skip any areas of the park due to not finding a place to park and take pictures.The views are magnificent! If we had been younger and in MUCH better physical condition, I would have loved to hike the 1.5 miles to Delicate Arch (and 1.5 miles back) to get better pictures but the parking lot at Delicate Arch and the paved path to view the arch were adequate for our needs. The parking lot at Delicate Arch was large and there were bathrooms available.The visitor center offered lots of information about the park along with a documentary about the park. Bathrooms at the visitor center were very nice.","October 2, 2019",Beyond Gorgeous,57,"Topeka, Kansas",5
Arches National Park,This is a place you have to see!! It is beautiful!! After awhile though it all starts to look the same. Unless you are an avid hiker plan to spend about two hours there. In some areas it can get frustrating because it’s hard to find a place to park. There are plenty of areas to use the restroom. There isn’t any place to buy food or drinks in the park so BYO. ,"October 1, 2019",Enjoyable ,12,"Saint Joseph, Missouri",4
Arches National Park,"We walked all the trails and enjoyed the adventure. you will need a national state park pass, you can buy day pass or annual pass that you can use on all national parks.","October 1, 2019",Great hiking place,5,"Atlanta, Georgia",4
Arches National Park,"Actually this is a very pretty park and deserved five stars, but the over crowded parking lots that prevented us from stopping at several points of interest lowered my rating. I would suggest arriving EARLY in order to truly enjoy this park. Also, drive to the two main attractions, Devils Garden and Delicate Arch first to beat the traffic and secure parking. ","October 1, 2019",Three stars for the crowds.,213,orange county,3
Arches National Park,Great time! Loved the petroglyphs and hike out to the delicate arch. Also highly recommend Dan Mick’s Jeep Tours ,"October 1, 2019",Family vacation,1,,5
Arches National Park,Loved our day in Arches doing short hikes and driving from one jaw-dropping site to another. It was very busy but we were lucky to find parking spots at the sites we wanted and didn't have to wait too long to get in during the mid morning.,"October 1, 2019",Breathtaking views..,21,"Redondo Beach, California",5
Arches National Park,Amazing!!! Go see it!!! Open 24 hours. Go at night and see the stars!! The delicate Arch is worth the 3.5 mile round trip hike. ,"September 30, 2019",Awesome ,31,"Columbus, Ohio",5
Arches National Park,"The short hikes in this beautiful park are worth the effort. Try to get to the most popular arch sites early to avoid the crowds. There are many lesser known hikes that should not be overlooked in favor of the popular ones. If you can, be just about anywhere in the park at sunset. photographs don't justice to the beauty of this place!","September 30, 2019",So much to see!,31,,5
Arches National Park,"Arches is an overwhelmingly beautiful place to visit. Utah itself is beautiful, Moab is a neat little town. I absolutely loved it here!","September 30, 2019",Such an awesome place!,116,"Greenville, South Carolina",5
Arches National Park,"First time here. This is a great park . Not only are views spectacular but it’s done with a nice drive, just north of Moab, which means readily available food and motels. Canyonlands, which we also visited was much more remote except for small drive north of town, but both parks are well worth it.","September 30, 2019",Not only gorgeous but easy access,15,Wakefield,5
Arches National Park,"Our tour of Arches NP yesterday was everything we expected and more. We toured by bus stopping at several sights. How lucky are we to have a National Park system like we do. This natural sights, formations and colors of Arches N P are truly humbling. ","September 30, 2019",Incredible,4,"Grasonville, Maryland",5
Arches National Park,"There are as many as 2,000 arches here, hence the name. Why? Because you have the right kind of rock, salts beneath that create parallel lines and the right amount of rain and wind to aid in erosion, all combining to create arches over millions of years. Fossils here have been dated to 300 million years ago so this is a very long, dynamic ever-changing process.Much to do and see here. There are many hiking trails and car routes where you can get out and view, participate and enjoy the scenery. It is immense. There are ranger programs, stargazing, camping, climbing, cycling and canyoneering. Spend time at the Visitor Centre. there is a great video highlighting and explaining the area. The staff here are excellent in guiding you according to your needs. We were here pretty early but it was still a busy place. An average of 3,000 people visit per day (more in summer) so plan accordingly. It is a spectacle worth seeing and definitely a highlight of any trip to this area.","September 30, 2019",An Immense Experience,403,"Thornhill, Canada",5
Arches National Park,"I would highly recommend the Arches NP Sunset Tour.Our guide was Ree and she explained all about the rock formations,history etc.So informative. The tour stops several times for short hiking if you wish,photo ops etc.And of course just sitting on the rocks and waiting for the sunset.","September 29, 2019",Arches Sunset Tour,1,,5
Arches National Park,If you haven't added this place to your bucket list - do it now! Stunning formations. Most within easy access from parking. Get an early start to beat the crowds (it does get very busy later in the day). Also - don't forget to bring plenty of water - it's located in a desert. Make a visit - you won't be disappointed. ,"September 29, 2019",Most interesting formations easy to access ,1,"Virginia Beach, Virginia",5
